Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
05 FEB 2026,EXCELSOFT,EQ,EXCELSOFT TECHNOLOGIES L ,Listed    ,05 FEB 2026,              10.00,         115084164,             71.35,     8212405943.05 
05 FEB 2026,EXICOM,EQ,EXICOM TELE SYSTEMS LTD  ,Listed    ,05 FEB 2026,              10.00,         139079771,             97.55,    13564450065.65    
05 FEB 2026,EXIDEIND,EQ,EXIDE INDUSTRIES LTD     ,Listed    ,05 FEB 2026,               1.00,         850000000,            336.80,   286280000000.00  
05 FEB 2026,EXIMROUTES,ST,EXIM ROUTES LIMITED      ,Listed    ,05 FEB 2026,               5.00,          18752000,            205.40,     3851660800.00
05 FEB 2026,EXPLEOSOL,EQ,EXPLEO SOLUTIONS LIMITED ,Listed    ,05 FEB 2026,              10.00,          15519739,            889.35,    13802479879.65 
05 FEB 2026,EXXARO,BE,EXXARO TILES LIMITED     ,Listed    ,05 FEB 2026,               1.00,         447410700,              7.15,     3190038291.00    
05 FEB 2026,FABTECH,EQ,FABTECH TECHNOLOGIES LTD ,Listed    ,05 FEB 2026,              10.00,          44450794,            152.35,     6772078465.90   
05 FEB 2026,FACT,EQ,FACT LTD                 ,Listed    ,05 FEB 2026,              10.00,         647071974,            780.00,   504716139720.00      
05 FEB 2026,FAIRCHEMOR,EQ,FAIRCHEM ORGANICS LIMITED,Listed    ,05 FEB 2026,              10.00,          13020902,            632.00,     8229210064.00
05 FEB 2026,FALCONTECH,SM,FALCON TECHNOPROJ IND LTD,Listed    ,05 FEB 2026,              10.00,           5356793,             15.35,       82226772.55
05 FEB 2026,FAZE3Q,EQ,FAZE THREE LIMITED       ,Listed    ,05 FEB 2026,              10.00,          24319000,            516.40,    12558331600.00    
05 FEB 2026,FCL,EQ,FINEOTEX CHEMICAL LIMITED,Listed    ,05 FEB 2026,               1.00,        1145750900,             23.20,    26592878389.00       
05 FEB 2026,FCSSOFT,EQ,FCS SOFTWARE SOLN. LTD.  ,Listed    ,05 FEB 2026,               1.00,        1709553100,              1.85,     3145577704.00   
05 FEB 2026,FDC,EQ,FDC LIMITED              ,Listed    ,05 FEB 2026,               1.00,         162810084,            378.50,    61623616794.00       
05 FEB 2026,FEDERALBNK,EQ,FEDERAL BANK LTD         ,Listed    ,05 FEB 2026,               2.00,        2462945660,            287.60,   708343171816.00
05 FEB 2026,FEDFINA,EQ,FEDBANK FINANCIAL SER L  ,Listed    ,05 FEB 2026,              10.00,         374076800,            142.25,    53204943264.00   
05 FEB 2026,FEL,BZ,FUTURE ENTERPRISES LTD   ,Listed    ,05 FEB 2026,               2.00,         454930401,              0.45,      209267984.45       
05 FEB 2026,FELDVR,BZ,FUTURE ENTERPRISES LTD   ,Listed    ,05 FEB 2026,               2.00,          39374679,              2.75,      107886620.45    
05 FEB 2026,FELIX,SM,FELIX INDUSTRIES LTD.    ,Listed    ,05 FEB 2026,              10.00,          17206350,            197.55,     3399114442.50     
05 FEB 2026,FIBERWEB,EQ,FIBERWEB INDIA LIMITED   ,Listed    ,05 FEB 2026,              10.00,          28791710,             41.10,     1183915115.20  
05 FEB 2026,FIDEL,SM,FIDEL SOFTECH LIMITED    ,Listed    ,04 FEB 2026,              10.00,          13750560,            155.00,     2131336800.00     
05 FEB 2026,FIEMIND,EQ,FIEM INDUSTRIES LIMITED  ,Listed    ,05 FEB 2026,              10.00,          26319660,           2280.90,    60032512494.00   
05 FEB 2026,FILATEX,EQ,FILATEX INDIA LTD        ,Listed    ,05 FEB 2026,               1.00,         444058375,             49.00,    21754419791.25   
05 FEB 2026,FILATFASH,EQ,FILATEX FASHIONS LIMITED ,Listed    ,05 FEB 2026,               1.00,        8334072725,              0.30,     2500221817.50 
05 FEB 2026,FINBUD,SM,FINBUD FINANCIAL SERV LTD,Listed    ,05 FEB 2026,              10.00,          19049480,            112.10,     2135446708.00    
05 FEB 2026,FINCABLES,EQ,FINOLEX CABLES LTD       ,Listed    ,05 FEB 2026,               2.00,         152939345,            745.50,   114016281697.50 
05 FEB 2026,FINEORG,EQ,FINE ORGANIC IND. LTD.   ,Listed    ,05 FEB 2026,               5.00,          30659976,           4482.00,   137418012432.00   
05 FEB 2026,FINKURVE,EQ,FINKURVE FINANCIAL SERV L,Listed    ,05 FEB 2026,               1.00,         140050488,             97.45,    13646519550.70  
05 FEB 2026,FINOPB,EQ,FINO PAYMENTS BANK LTD   ,Listed    ,05 FEB 2026,              10.00,          83218402,            231.95,    19300843975.85    
05 FEB 2026,FINPIPE,EQ,FINOLEX INDUSTRIES LTD   ,Listed    ,05 FEB 2026,               2.00,         620476905,            174.70,   108391110534.45   
05 FEB 2026,FIRSTCRY,EQ,BRAINBEES SOLUTIONS LTD  ,Listed    ,05 FEB 2026,               2.00,         521992685,            265.75,   138719556038.75  
05 FEB 2026,FISCHER,EQ,FISCHER MEDICAL VENTURE L,Listed    ,05 FEB 2026,               1.00,         648515470,             42.05,    27263590358.80   
05 FEB 2026,FIVESTAR,EQ,FIVE-STAR BUS FIN LTD    ,Listed    ,05 FEB 2026,               1.00,         294533548,            447.95,   131936302826.60  
05 FEB 2026,FLAIR,EQ,FLAIR WRITING INDUST LTD ,Listed    ,05 FEB 2026,               5.00,         105395378,            301.10,    31734548315.80     
05 FEB 2026,FLEXITUFF,EQ,FLEXITUFF VENTURES INT L ,Listed    ,05 FEB 2026,              10.00,          32822806,             10.05,      330197428.35 
05 FEB 2026,FLFL,BZ,FUT LIFESTYLE FASH LTD   ,Listed    ,05 FEB 2026,               2.00,         201774874,              1.20,      246165346.30      
05 FEB 2026,FLUOROCHEM,EQ,GUJARAT FLUOROCHEM LTD   ,Listed    ,05 FEB 2026,               1.00,         109850000,           3386.20,   371974070000.00
05 FEB 2026,FLYSBS,SM,FLYSBS AVIATION LIMITED  ,Listed    ,05 FEB 2026,              10.00,          17303751,            464.90,     8044513839.90    
05 FEB 2026,FMGOETZE,EQ,FEDERAL-MOGUL GOETZE (IND,Listed    ,05 FEB 2026,              10.00,          55632130,            433.10,    24094275503.00  
05 FEB 2026,FMNL,EQ,FUTURE MKT NETWORKS LTD  ,Listed    ,05 FEB 2026,              10.00,          60644381,              7.85,      477271278.45      
05 FEB 2026,FOCE,SM,FOCE INDIA LIMITED       ,Listed    ,04 FEB 2026,              10.00,           4892925,           1820.00,     8905123500.00      
05 FEB 2026,FOCUS,EQ,FOCUS LIGHTG & FIXTRS LTD,Listed    ,05 FEB 2026,               2.00,          67444950,             72.30,     4875595435.50     
05 FEB 2026,FONEBOX,ST,FONEBOX RETAIL LIMITED   ,Listed    ,03 FEB 2026,              10.00,          10260000,             82.00,      841320000.00   
05 FEB 2026,FOODSIN,EQ,FOODS & INNS LIMITED     ,Listed    ,05 FEB 2026,               1.00,          73414624,             70.45,     5172060260.80   
05 FEB 2026,FORCAS,SM,FORCAS STUDIO LIMITED    ,Listed    ,05 FEB 2026,              10.00,          17580000,            110.00,     1933800000.00    
05 FEB 2026,FORCEMOT,EQ,FORCE MOTORS LIMITED     ,Listed    ,05 FEB 2026,              10.00,          13032914,          21090.00,   274864156260.00  
05 FEB 2026,FORGEAUTO,SM,FORGE AUTO INTERNATION L ,Listed    ,05 FEB 2026,              10.00,          10920000,             91.00,      993720000.00 
05 FEB 2026,FORTIS,EQ,FORTIS HEALTHCARE LTD    ,Listed    ,05 FEB 2026,              10.00,         754958148,            857.20,   647150124465.60    
05 FEB 2026,FOSECOIND,EQ,FOSECO INDIA LTD         ,Listed    ,05 FEB 2026,              10.00,           7537259,           4506.90,    33969672587.10 
05 FEB 2026,FRESHARA,SM,FRESHARA AGRO EXPORTS LTD,Listed    ,05 FEB 2026,              10.00,          23499200,            199.10,     4678690720.00  
05 FEB 2026,FROG,SM,FROG INNOVATIONS LIMITED ,Listed    ,05 FEB 2026,              10.00,          15554300,            140.20,     2180712860.00      
05 FEB 2026,FSL,EQ,FIRSTSOURCE SOLU. LTD.   ,Listed    ,05 FEB 2026,              10.00,         696990826,            298.80,   208260858808.80       
05 FEB 2026,FUSION,EQ,FUSION FINANCE LIMITED   ,Listed    ,05 FEB 2026,              10.00,         160784443,            187.95,    30222651750.70    
05 FEB 2026,FWSTC,SM,FLYWINGS SIMULAT T C LTD ,Listed    ,05 FEB 2026,              10.00,          10177128,            194.45,     1978942539.60     
05 FEB 2026,GABRIEL,EQ,GABRIEL INDIA LTD        ,Listed    ,05 FEB 2026,               1.00,         143643940,            986.20,   141661653628.00   
05 FEB 2026,GAEL,EQ,GUJARAT AMBUJA EXPORTS LT,Listed    ,05 FEB 2026,               1.00,         458670660,            128.40,    58902486157.20      
05 FEB 2026,GAIL,EQ,GAIL (INDIA) LTD         ,Listed    ,05 FEB 2026,              10.00,        6575099644,            160.20,  1053199460975.90      
05 FEB 2026,GAJANAND,SM,GAJANAND INTERNATIONAL L ,Listed    ,04 FEB 2026,              10.00,          18835568,              9.65,      181763231.20  
05 FEB 2026,GALAPREC,EQ,GALA PRECISION ENG LTD   ,Listed    ,05 FEB 2026,              10.00,          12750275,            764.90,     9752685347.50  
05 FEB 2026,GALAXYSURF,EQ,GALAXY SURFACTANTS LTD   ,Listed    ,05 FEB 2026,              10.00,          35454752,           1828.90,    64843195932.80
05 FEB 2026,GALLANTT,EQ,GALLANTT ISPAT LIMITED   ,Listed    ,05 FEB 2026,              10.00,         241280945,            597.25,   144105044401.25  
05 FEB 2026,GANDHAR,EQ,GANDHAR OIL REFINE IND L ,Listed    ,05 FEB 2026,               2.00,          97879530,            152.30,    14905094828.40   
05 FEB 2026,GANDHITUBE,EQ,GANDHI SPL. TUBES LTD    ,Listed    ,05 FEB 2026,               5.00,          12152000,            738.55,     8974859600.00
05 FEB 2026,GANECOS,EQ,GANESHA ECOSPHERE LIMITED,Listed    ,05 FEB 2026,              10.00,          26795984,            689.05,    18463772775.20   
05 FEB 2026,GANESHBE,EQ,GANESH BENZOPLAST LIMITED,Listed    ,05 FEB 2026,               1.00,          71989421,             75.45,     5430881920.25  
05 FEB 2026,GANESHCP,EQ,GANESH CONSUMER PRODUCT L,Listed    ,05 FEB 2026,              10.00,          40412946,            201.10,     8127043440.60  
05 FEB 2026,GANESHHOU,EQ,GANESH HOUSING LIMITED   ,Listed    ,05 FEB 2026,              10.00,          83387090,            750.05,    62544486854.50 
05 FEB 2026,GANESHIN,SM,GANESH INFRAWORLD LIMITED,Listed    ,05 FEB 2026,               5.00,          42721397,            112.85,     4821109651.45  
05 FEB 2026,GANGABATH,SM,GANGA BATH FITTINGS LTD  ,Listed    ,05 FEB 2026,              10.00,          22207848,             18.70,      415286757.60 
05 FEB 2026,GANGAFORGE,EQ,GANGA FORGING LIMITED    ,Listed    ,05 FEB 2026,               1.00,         134802230,              3.40,      459675604.30
05 FEB 2026,GANGESSECU,EQ,GANGES SECURITIES LIMITED,Listed    ,05 FEB 2026,              10.00,          10003687,            125.25,     1252861759.90
05 FEB 2026,GARFIBRES,EQ,GARWARE TECH FIBRES LTD  ,Listed    ,05 FEB 2026,              10.00,          99265845,            706.75,    70156135953.75 
05 FEB 2026,GARUDA,EQ,GARUDA CONSTRUCT N ENG L ,Listed    ,05 FEB 2026,               5.00,          93041742,            170.90,    15902694542.65    
05 FEB 2026,GATECH,EQ,GACM TECHNOLOGIES LIMITED,Listed    ,05 FEB 2026,               1.00,        1102742236,              0.50,      573425962.70    
05 FEB 2026,GATECHDVR,EQ,GACM TECHNOLOGIES LIMITED,Listed    ,05 FEB 2026,               1.00,         189665894,              0.45,       89142970.20 
05 FEB 2026,GATEWAY,EQ,GATEWAY DISTRIPARKS LTD  ,Listed    ,05 FEB 2026,              10.00,         499643836,             60.20,    30068566050.50   
05 FEB 2026,GAYAHWS,EQ,GAYATRI HIGHWAYS LIMITED ,Listed    ,05 FEB 2026,               2.00,         239651900,              2.20,      522441142.00   
05 FEB 2026,GCHOTELS,SM,GRAND CONTINENT HOTELS L ,Listed    ,05 FEB 2026,              10.00,          24919403,            131.75,     3283131345.25  
05 FEB 2026,GCSL,BE,GRETEX CORPORATE SERVICES,Listed    ,05 FEB 2026,              10.00,          22639347,            330.00,     7470984510.00      
05 FEB 2026,GEECEE,EQ,GEECEE VENTURES LIMITED  ,Listed    ,05 FEB 2026,              10.00,          20911729,            309.60,     6474271298.40    
05 FEB 2026,GEEKAYWIRE,EQ,GEEKAY WIRES LIMITED     ,Listed    ,05 FEB 2026,               1.00,         104520000,             28.20,     2949554400.00
05 FEB 2026,GEMAROMA,EQ,GEM AROMATICS LIMITED    ,Listed    ,05 FEB 2026,               2.00,          52237138,            188.90,     9868640110.95  
05 FEB 2026,GENCON,EQ,GENERIC ENG CONS PROJ LTD,Listed    ,05 FEB 2026,               5.00,          56986219,             51.60,     2939349176.00    
05 FEB 2026,GENESYS,EQ,GENESYS INTL CORPN LTD   ,Listed    ,05 FEB 2026,               5.00,          41770212,            309.50,    12927880614.00   
05 FEB 2026,GENUSPAPER,EQ,GENUS P&B LIMITED        ,Listed    ,05 FEB 2026,               1.00,         257125940,             11.95,     3067512464.20
05 FEB 2026,GENUSPOWER,EQ,GENUS POWER INFRASTRU LTD,Listed    ,05 FEB 2026,               1.00,         304111548,            253.85,    77198716459.80
05 FEB 2026,GEOJITFSL,EQ,GEOJIT FINANCIAL SER L   ,Listed    ,05 FEB 2026,               1.00,         279122119,             71.55,    19971187614.45 
05 FEB 2026,GESHIP,EQ,THE GE SHPG.LTD          ,Listed    ,05 FEB 2026,              10.00,         142767161,           1266.10,   180757502542.10    
05 FEB 2026,GFLLIMITED,EQ,GFL LIMITED              ,Listed    ,05 FEB 2026,               1.00,         109850000,             47.50,     5217875000.00
05 FEB 2026,GGBL,SM,GANESH GREEN BHARAT LTD  ,Listed    ,05 FEB 2026,              10.00,          24801000,            296.95,     7364656950.00      
05 FEB 2026,GHCL,EQ,GHCL LIMITED             ,Listed    ,05 FEB 2026,              10.00,          91934155,            508.95,    46789888187.25      
05 FEB 2026,GHCLTEXTIL,EQ,GHCL TEXTILES LIMITED    ,Listed    ,05 FEB 2026,               2.00,          95585786,             79.70,     7620098859.90
05 FEB 2026,GICHSGFIN,EQ,GIC HOUSING FINANCE LTD  ,Listed    ,05 FEB 2026,              10.00,          53851066,            164.10,     8838036951.90 
05 FEB 2026,GICL,ST,GLOBE INTL CARRIERS LTD  ,Listed    ,05 FEB 2026,               5.00,         111954588,             45.50,     5093933754.00      
05 FEB 2026,GICRE,EQ,GENERAL INS CORP OF INDIA,Listed    ,05 FEB 2026,               5.00,        1754400000,            373.10,   654566640000.00     
05 FEB 2026,GILLANDERS,EQ,GILLANDERS ARBUTHNOT LTD ,Listed    ,05 FEB 2026,              10.00,          21342346,             86.35,     1842698153.65
05 FEB 2026,GILLETTE,EQ,GILLETTE INDIA LTD       ,Listed    ,05 FEB 2026,              10.00,          32585217,           8622.50,   280966033582.50  
05 FEB 2026,GINNIFILA,EQ,GINNI FILAMENTS LTD      ,Listed    ,05 FEB 2026,              10.00,          85650065,             41.45,     3550195194.25 
05 FEB 2026,GIPCL,EQ,GUJ IND POW CO. LTD      ,Listed    ,05 FEB 2026,              10.00,         155215944,            145.75,    22625828156.90     
05 FEB 2026,GIRIRAJ,SM,GIRIRAJ CIVIL DEVP LTD   ,Listed    ,05 FEB 2026,              10.00,          23920500,            150.15,     3591663075.00   
05 FEB 2026,GKENERGY,EQ,GK ENERGY LIMITED        ,Listed    ,05 FEB 2026,               2.00,         202817266,            105.40,    21374911663.75  
05 FEB 2026,GKSL,EQ,GUJARAT KIDNEY N SUP SP L,Listed    ,05 FEB 2026,               2.00,          78843250,            106.95,     8431497155.00      
05 FEB 2026,GKWLIMITED,EQ,GKW LIMITED              ,Listed    ,05 FEB 2026,              10.00,           5966500,           1698.90,    10136486850.00
05 FEB 2026,GLAND,EQ,GLAND PHARMA LIMITED     ,Listed    ,05 FEB 2026,               1.00,         164756423,           1849.20,   304667577411.60     
05 FEB 2026,GLAXO,EQ,GLAXOSMITHKLINE PHARMA LT,Listed    ,05 FEB 2026,              10.00,         169406034,           2444.60,   414129990716.40     
05 FEB 2026,GLENMARK,EQ,GLENMARK PHARMACEUTICALS ,Listed    ,05 FEB 2026,               1.00,         282200809,           1969.30,   555738053163.70  
05 FEB 2026,GLFL,BE,GUJARAT LEASE FINANCING L,Listed    ,05 FEB 2026,              10.00,          27125767,              4.55,      123422239.85      
05 FEB 2026,GLOBAL,BE,GLOBAL EDUCATION LIMITED ,Listed    ,05 FEB 2026,               2.00,          50901500,             82.00,     4172904970.00    
05 FEB 2026,GLOBALE,EQ,GLOBALE TESSILE LIMITED  ,Listed    ,05 FEB 2026,              10.00,          10620275,             11.55,      122664176.25   
05 FEB 2026,GLOBALPET,SM,GLOBAL PET INDUSTRIES LTD,Listed    ,05 FEB 2026,              10.00,          11787408,            118.00,     1390914144.00 
05 FEB 2026,GLOBALVECT,EQ,GLOBAL VEC HELICORP LTD  ,Listed    ,05 FEB 2026,              10.00,          14000000,            183.75,     2572500000.00
05 FEB 2026,GLOBE,EQ,GLOBE ENTERPRISE (I) LTD ,Listed    ,05 FEB 2026,               2.00,         450418788,              2.70,     1220634915.50     
05 FEB 2026,GLOBECIVIL,EQ,GLOBE CIVIL PROJECTS LTD ,Listed    ,05 FEB 2026,              10.00,          59718999,             53.45,     3193174876.55
05 FEB 2026,GLOBUSSPR,EQ,GLOBUS SPIRITS LTD       ,Listed    ,05 FEB 2026,              10.00,          28972134,            940.25,    27241048993.50 
05 FEB 2026,GLOSTERLTD,EQ,GLOSTER LIMITED          ,Listed    ,05 FEB 2026,              10.00,          10943260,            621.55,     6801783253.00
05 FEB 2026,GLOTTIS,EQ,GLOTTIS LIMITED          ,Listed    ,05 FEB 2026,               2.00,          92403000,             51.15,     4726413450.00   
05 FEB 2026,GMBREW,EQ,G M BREWERIES LTD        ,Listed    ,05 FEB 2026,              10.00,          22846924,           1017.00,    23235321708.00    
